menu,price,order_time
카푸치노,12584,2024-12-30 04:34:56
카푸치노,23899,2024-12-30 07:48:56
케이크,5440,2024-12-29 17:41:56
케이크,4893,2024-12-30 12:30:56
케이크,15799,2024-12-29 19:29:56
아메리카노,5568,2024-12-29 21:59:56
카푸치노,21865,2024-12-29 21:50:56
케이크,4981,2024-12-30 06:51:56
아메리카노,7060,2024-12-29 23:14:56
아메리카노,27838,2024-12-30 00:46:56
케이크,3108,2024-12-30 02:17:56
카푸치노,11420,2024-12-30 07:24:56
케이크,19343,2024-12-30 04:02:56
카푸치노,13884,2024-12-30 12:15:56
아메리카노,14897,2024-12-29 22:38:56
케이크,14920,2024-12-29 17:44:56
아메리카노,6134,2024-12-30 06:10:56
카푸치노,20303,2024-12-30 11:57:56
카푸치노,13814,2024-12-30 13:47:56
아메리카노,12539,2024-12-30 08:50:56
케이크,2085,2024-12-30 16:14:56
카푸치노,7626,2024-12-29 19:57:56
케이크,22985,2024-12-30 16:53:56
카푸치노,28323,2024-12-29 17:21:56
케이크,29787,2024-12-29 20:48:56
카푸치노,27764,2024-12-29 21:19:56
아메리카노,6528,2024-12-29 21:23:56
케이크,14089,2024-12-29 19:50:56
카푸치노,28505,2024-12-29 18:43:56
아메리카노,22336,2024-12-30 01:17:56
아메리카노,6253,2024-12-30 14:03:56
아메리카노,7647,2024-12-29 20:28:56
카푸치노,23643,2024-12-30 03:56:56
케이크,11353,2024-12-29 18:34:56
아메리카노,9092,2024-12-30 12:45:56
카푸치노,5474,2024-12-30 12:43:56
카푸치노,20679,2024-12-30 05:16:56
카푸치노,9435,2024-12-29 20:14:56
케이크,20602,2024-12-29 18:34:56
카푸치노,2047,2024-12-30 11:34:56
케이크,27538,2024-12-30 10:45:56
케이크,23785,2024-12-29 22:00:56
케이크,23144,2024-12-30 12:56:56
카푸치노,24894,2024-12-30 05:01:56
케이크,20446,2024-12-30 14:22:56
케이크,2622,2024-12-29 23:55:56
카푸치노,7631,2024-12-30 01:04:56
케이크,29953,2024-12-29 18:08:56
아메리카노,15842,2024-12-30 15:28:56
케이크,21161,2024-12-30 07:55:56
아메리카노,1398,2024-12-30 03:32:56
아메리카노,19079,2024-12-30 16:00:56
아메리카노,27482,2024-12-30 09:00:56
케이크,2239,2024-12-30 05:07:56
케이크,23584,2024-12-30 02:38:56
카푸치노,4755,2024-12-30 16:06:56
케이크,25674,2024-12-30 05:37:56
아메리카노,2744,2024-12-30 02:17:56
카푸치노,2325,2024-12-30 16:34:56
아메리카노,21159,2024-12-30 05:54:56
케이크,20344,2024-12-29 23:10:56
아메리카노,19144,2024-12-30 13:39:56
케이크,15824,2024-12-30 13:58:56
케이크,24951,2024-12-29 20:15:56
케이크,24996,2024-12-29 20:35:56
케이크,4186,2024-12-30 08:33:56
케이크,23644,2024-12-29 21:53:56
카푸치노,29275,2024-12-30 15:22:56
케이크,17719,2024-12-29 23:04:56
케이크,29027,2024-12-30 02:00:56
케이크,9218,2024-12-30 16:24:56
케이크,21590,2024-12-30 13:45:56
카푸치노,6725,2024-12-30 01:18:56
아메리카노,2484,2024-12-29 19:51:56
카푸치노,2815,2024-12-30 15:10:56
아메리카노,2549,2024-12-30 01:45:56
케이크,13946,2024-12-30 05:22:56
카푸치노,16790,2024-12-30 13:31:56
카푸치노,13669,2024-12-30 16:23:56
케이크,24032,2024-12-30 08:58:56
카푸치노,3677,2024-12-29 19:50:56
케이크,16819,2024-12-30 12:52:56
케이크,18982,2024-12-30 08:48:56
케이크,20846,2024-12-30 15:41:56
카푸치노,27444,2024-12-30 13:38:56
카푸치노,24644,2024-12-30 09:37:56
카푸치노,1043,2024-12-30 14:17:56
케이크,1319,2024-12-30 07:44:56
케이크,1559,2024-12-30 04:01:56
아메리카노,19049,2024-12-30 04:06:56
아메리카노,7097,2024-12-30 09:26:56
아메리카노,26327,2024-12-30 14:31:56
케이크,8210,2024-12-30 05:53:56
카푸치노,8138,2024-12-29 17:30:56
케이크,25459,2024-12-30 16:02:56
카푸치노,27341,2024-12-30 09:17:56
케이크,12023,2024-12-30 10:41:56
카푸치노,4749,2024-12-30 11:24:56
아메리카노,18686,2024-12-30 07:27:56
아메리카노,12416,2024-12-30 04:46:56
