menu,price,order_time
김밥,3322,2024-12-30 10:50:56
김밥,1721,2024-12-30 04:50:56
만두,24574,2024-12-30 07:57:56
떡볶이,27318,2024-12-30 11:54:56
떡볶이,20398,2024-12-30 05:11:56
만두,10792,2024-12-30 02:04:56
김밥,16591,2024-12-30 10:32:56
떡볶이,4508,2024-12-30 12:28:56
만두,8086,2024-12-30 16:08:56
만두,27425,2024-12-29 18:32:56
떡볶이,11877,2024-12-30 06:12:56
떡볶이,28509,2024-12-29 21:52:56
떡볶이,3504,2024-12-30 15:15:56
김밥,29138,2024-12-30 14:23:56
김밥,29960,2024-12-30 16:55:56
김밥,22149,2024-12-30 05:44:56
떡볶이,12948,2024-12-29 17:31:56
만두,21028,2024-12-30 07:04:56
김밥,10802,2024-12-29 18:35:56
김밥,19125,2024-12-30 08:04:56
김밥,6159,2024-12-30 16:09:56
떡볶이,28110,2024-12-29 17:45:56
떡볶이,15993,2024-12-30 05:01:56
만두,3709,2024-12-30 05:35:56
떡볶이,29181,2024-12-29 20:57:56
만두,1661,2024-12-29 18:35:56
만두,27141,2024-12-30 16:30:56
만두,24638,2024-12-29 21:18:56
떡볶이,28004,2024-12-30 08:30:56
김밥,25964,2024-12-29 19:08:56
김밥,15549,2024-12-29 23:51:56
김밥,15114,2024-12-30 03:07:56
김밥,27217,2024-12-30 05:44:56
김밥,11940,2024-12-29 23:51:56
떡볶이,23511,2024-12-30 16:05:56
만두,16629,2024-12-29 22:57:56
만두,16850,2024-12-30 11:03:56
김밥,10589,2024-12-30 02:10:56
김밥,4442,2024-12-30 15:25:56
만두,1613,2024-12-29 18:56:56
만두,26947,2024-12-30 05:47:56
만두,12705,2024-12-29 21:31:56
떡볶이,21600,2024-12-30 01:29:56
떡볶이,27040,2024-12-29 23:45:56
떡볶이,3266,2024-12-30 03:34:56
김밥,26121,2024-12-30 08:50:56
만두,24144,2024-12-30 11:05:56
떡볶이,10665,2024-12-30 16:44:56
떡볶이,20260,2024-12-29 18:49:56
김밥,2147,2024-12-29 22:37:56
만두,26840,2024-12-30 14:21:56
김밥,8242,2024-12-30 07:44:56
떡볶이,14896,2024-12-30 09:11:56
김밥,3518,2024-12-30 02:59:56
떡볶이,7761,2024-12-29 21:00:56
떡볶이,7164,2024-12-30 13:11:56
떡볶이,29552,2024-12-30 13:53:56
떡볶이,22729,2024-12-29 22:25:56
떡볶이,20641,2024-12-30 01:36:56
김밥,28171,2024-12-29 23:30:56
김밥,21249,2024-12-29 23:08:56
만두,9697,2024-12-30 13:19:56
떡볶이,18755,2024-12-30 15:27:56
김밥,16485,2024-12-29 20:09:56
만두,13634,2024-12-29 20:51:56
김밥,15911,2024-12-30 10:32:56
김밥,5484,2024-12-30 15:42:56
만두,11721,2024-12-30 12:54:56
만두,28625,2024-12-29 19:35:56
만두,10970,2024-12-29 22:09:56
떡볶이,2006,2024-12-30 06:13:56
떡볶이,16000,2024-12-30 02:21:56
김밥,26959,2024-12-29 20:14:56
만두,7593,2024-12-29 22:21:56
떡볶이,2152,2024-12-30 13:33:56
떡볶이,25771,2024-12-30 03:56:56
만두,13987,2024-12-30 13:10:56
김밥,22870,2024-12-30 16:44:56
떡볶이,15956,2024-12-29 19:13:56
만두,12557,2024-12-29 21:37:56
만두,13348,2024-12-30 16:38:56
떡볶이,26030,2024-12-30 09:41:56
떡볶이,11313,2024-12-29 20:07:56
김밥,4107,2024-12-29 23:07:56
떡볶이,22498,2024-12-30 13:12:56
김밥,17222,2024-12-30 02:41:56
김밥,4841,2024-12-29 19:04:56
김밥,23316,2024-12-29 23:10:56
떡볶이,29200,2024-12-30 12:17:56
김밥,3392,2024-12-30 06:39:56
김밥,11526,2024-12-30 16:59:56
김밥,23748,2024-12-30 02:40:56
떡볶이,10079,2024-12-30 04:39:56
떡볶이,22315,2024-12-29 19:38:56
만두,7449,2024-12-30 16:21:56
만두,10962,2024-12-29 22:41:56
떡볶이,14208,2024-12-30 12:44:56
만두,12963,2024-12-30 04:38:56
김밥,25308,2024-12-30 11:06:56
김밥,1371,2024-12-30 13:13:56
