menu,price,order_time
닭강정,13518,2024-12-30 02:28:56
감자튀김,11238,2024-12-30 01:28:56
떡볶이,6756,2024-12-29 17:56:56
닭강정,11038,2024-12-30 15:47:56
닭강정,17374,2024-12-29 19:13:56
떡볶이,2569,2024-12-30 16:40:56
닭강정,5099,2024-12-30 04:58:56
닭강정,25319,2024-12-30 15:18:56
감자튀김,28559,2024-12-29 20:19:56
닭강정,1563,2024-12-30 16:16:56
떡볶이,23793,2024-12-30 14:05:56
감자튀김,24122,2024-12-30 02:39:56
떡볶이,8842,2024-12-30 14:37:56
떡볶이,15179,2024-12-30 00:09:56
떡볶이,5555,2024-12-29 23:13:56
떡볶이,2442,2024-12-30 06:31:56
감자튀김,22219,2024-12-30 16:32:56
닭강정,11133,2024-12-29 21:11:56
떡볶이,3260,2024-12-30 11:36:56
닭강정,19464,2024-12-29 20:09:56
떡볶이,24104,2024-12-30 00:00:56
떡볶이,8802,2024-12-30 07:45:56
닭강정,13394,2024-12-30 16:14:56
닭강정,24919,2024-12-29 18:13:56
감자튀김,2059,2024-12-30 15:12:56
닭강정,15205,2024-12-30 12:29:56
떡볶이,9630,2024-12-30 06:14:56
닭강정,28716,2024-12-30 03:55:56
닭강정,27045,2024-12-30 08:34:56
닭강정,14079,2024-12-30 17:09:56
감자튀김,17551,2024-12-30 10:27:56
닭강정,8657,2024-12-30 03:06:56
감자튀김,19167,2024-12-30 06:38:56
닭강정,16854,2024-12-30 01:45:56
닭강정,25923,2024-12-29 21:06:56
떡볶이,28942,2024-12-29 18:55:56
닭강정,24990,2024-12-30 05:08:56
감자튀김,4399,2024-12-30 06:45:56
감자튀김,20679,2024-12-30 09:55:56
떡볶이,10343,2024-12-29 20:41:56
감자튀김,1583,2024-12-30 08:34:56
닭강정,10031,2024-12-30 03:34:56
닭강정,2924,2024-12-30 05:37:56
감자튀김,22221,2024-12-29 21:02:56
감자튀김,12859,2024-12-29 18:17:56
감자튀김,10700,2024-12-30 09:38:56
닭강정,8037,2024-12-30 09:14:56
떡볶이,14682,2024-12-30 13:08:56
감자튀김,16483,2024-12-30 10:43:56
떡볶이,15766,2024-12-30 13:10:56
닭강정,14528,2024-12-30 09:10:56
닭강정,16361,2024-12-30 03:41:56
떡볶이,26197,2024-12-30 03:30:56
감자튀김,22131,2024-12-30 05:12:56
닭강정,15060,2024-12-30 05:15:56
떡볶이,11039,2024-12-30 07:12:56
닭강정,20770,2024-12-29 19:26:56
감자튀김,23983,2024-12-30 02:52:56
떡볶이,15464,2024-12-30 03:33:56
닭강정,25156,2024-12-30 16:28:56
닭강정,10604,2024-12-29 23:39:56
닭강정,19469,2024-12-30 03:34:56
떡볶이,23377,2024-12-30 15:01:56
감자튀김,26485,2024-12-30 06:36:56
떡볶이,7703,2024-12-30 06:02:56
닭강정,24986,2024-12-30 06:44:56
떡볶이,20404,2024-12-30 07:12:56
떡볶이,27817,2024-12-29 22:52:56
닭강정,23340,2024-12-30 07:06:56
감자튀김,25455,2024-12-30 13:19:56
떡볶이,10364,2024-12-30 15:11:56
닭강정,14082,2024-12-30 15:38:56
닭강정,9698,2024-12-29 23:28:56
닭강정,23876,2024-12-29 20:30:56
떡볶이,27855,2024-12-30 11:29:56
감자튀김,12236,2024-12-29 21:48:56
닭강정,28409,2024-12-30 10:09:56
감자튀김,14181,2024-12-30 10:30:56
떡볶이,1545,2024-12-30 16:07:56
떡볶이,24979,2024-12-29 19:27:56
떡볶이,1351,2024-12-30 16:34:56
닭강정,26940,2024-12-29 21:57:56
감자튀김,6137,2024-12-30 09:44:56
떡볶이,13939,2024-12-30 06:52:56
떡볶이,11374,2024-12-30 06:55:56
감자튀김,3283,2024-12-30 01:05:56
닭강정,24198,2024-12-30 10:27:56
감자튀김,1460,2024-12-30 03:13:56
닭강정,9536,2024-12-30 02:32:56
떡볶이,23871,2024-12-30 01:06:56
닭강정,3529,2024-12-30 15:16:56
떡볶이,1836,2024-12-30 15:59:56
닭강정,24521,2024-12-30 16:26:56
닭강정,8963,2024-12-30 03:50:56
닭강정,27130,2024-12-30 00:54:56
닭강정,28780,2024-12-30 00:06:56
감자튀김,19917,2024-12-30 05:12:56
감자튀김,9186,2024-12-30 06:29:56
감자튀김,19674,2024-12-30 06:03:56
떡볶이,17598,2024-12-30 03:35:56
