menu,price,order_time
연어초밥,2026,2024-12-29 21:48:57
참치회,7018,2024-12-29 19:29:57
참치회,7788,2024-12-30 06:19:57
참치회,28744,2024-12-30 11:36:57
광어회,7948,2024-12-29 22:11:57
광어회,8749,2024-12-29 19:14:57
참치회,15595,2024-12-30 06:59:57
광어회,11748,2024-12-30 15:37:57
연어초밥,15158,2024-12-30 00:55:57
참치회,2860,2024-12-30 04:36:57
연어초밥,6464,2024-12-29 20:26:57
광어회,6144,2024-12-30 02:25:57
광어회,20305,2024-12-29 19:45:57
참치회,20961,2024-12-30 03:33:57
광어회,17420,2024-12-30 15:04:57
광어회,19447,2024-12-30 09:46:57
연어초밥,19072,2024-12-30 15:53:57
연어초밥,12415,2024-12-30 09:15:57
참치회,16157,2024-12-30 06:55:57
연어초밥,25714,2024-12-30 12:15:57
참치회,27499,2024-12-30 10:31:57
참치회,18320,2024-12-29 17:57:57
연어초밥,7312,2024-12-29 20:55:57
참치회,11921,2024-12-30 00:32:57
연어초밥,3516,2024-12-30 02:14:57
광어회,1660,2024-12-30 15:59:57
참치회,23025,2024-12-30 00:32:57
참치회,15047,2024-12-29 23:59:57
광어회,5916,2024-12-30 08:25:57
참치회,19572,2024-12-30 16:44:57
연어초밥,20733,2024-12-29 21:00:57
연어초밥,4629,2024-12-30 05:37:57
광어회,14330,2024-12-30 11:55:57
연어초밥,24858,2024-12-30 08:02:57
참치회,5172,2024-12-30 02:47:57
참치회,3848,2024-12-30 00:23:57
광어회,12378,2024-12-29 23:36:57
광어회,10638,2024-12-29 20:41:57
참치회,21746,2024-12-30 03:31:57
참치회,13440,2024-12-30 10:24:57
연어초밥,21396,2024-12-29 22:03:57
참치회,11016,2024-12-30 06:28:57
참치회,26683,2024-12-29 21:31:57
연어초밥,14268,2024-12-30 12:25:57
광어회,23672,2024-12-30 02:16:57
연어초밥,24702,2024-12-30 00:30:57
광어회,29019,2024-12-30 00:30:57
참치회,13360,2024-12-30 02:26:57
참치회,22962,2024-12-30 12:39:57
연어초밥,4649,2024-12-29 17:36:57
연어초밥,22264,2024-12-30 15:17:57
연어초밥,16320,2024-12-30 07:41:57
광어회,19031,2024-12-30 11:07:57
연어초밥,6378,2024-12-30 09:18:57
광어회,27709,2024-12-29 18:51:57
참치회,28777,2024-12-30 05:31:57
광어회,17817,2024-12-30 14:03:57
광어회,27823,2024-12-30 07:46:57
연어초밥,10198,2024-12-30 00:57:57
참치회,10419,2024-12-29 23:50:57
광어회,25860,2024-12-30 06:09:57
연어초밥,25591,2024-12-30 12:26:57
연어초밥,19800,2024-12-30 11:00:57
광어회,22146,2024-12-29 23:17:57
연어초밥,17132,2024-12-30 04:45:57
연어초밥,22610,2024-12-29 20:41:57
연어초밥,28158,2024-12-30 10:58:57
연어초밥,26300,2024-12-30 05:05:57
광어회,20609,2024-12-30 12:25:57
참치회,26828,2024-12-30 06:55:57
광어회,27560,2024-12-30 14:12:57
광어회,21226,2024-12-30 07:24:57
연어초밥,26418,2024-12-30 11:29:57
연어초밥,1427,2024-12-30 16:39:57
참치회,22155,2024-12-30 15:49:57
연어초밥,27129,2024-12-30 11:23:57
참치회,15956,2024-12-29 17:23:57
연어초밥,14805,2024-12-29 20:55:57
참치회,21070,2024-12-29 20:28:57
광어회,18084,2024-12-30 00:39:57
참치회,16038,2024-12-30 09:14:57
연어초밥,22426,2024-12-30 05:26:57
연어초밥,16742,2024-12-30 15:20:57
연어초밥,13738,2024-12-30 11:35:57
연어초밥,15031,2024-12-29 19:36:57
광어회,8980,2024-12-29 23:50:57
참치회,22416,2024-12-30 02:45:57
참치회,5660,2024-12-30 16:15:57
연어초밥,18872,2024-12-30 07:56:57
참치회,9022,2024-12-30 08:34:57
연어초밥,29911,2024-12-29 21:06:57
연어초밥,13644,2024-12-29 21:07:57
참치회,18400,2024-12-30 12:38:57
연어초밥,26729,2024-12-30 15:22:57
참치회,25757,2024-12-30 11:52:57
연어초밥,18580,2024-12-30 13:50:57
참치회,16786,2024-12-30 05:55:57
참치회,27292,2024-12-30 08:55:57
참치회,16162,2024-12-30 11:59:57
연어초밥,12992,2024-12-30 04:14:57
