menu,price,order_time
연어초밥,1760,2024-12-30 10:11:56
연어초밥,13082,2024-12-30 05:58:56
광어회,21209,2024-12-30 10:06:56
광어회,4892,2024-12-30 06:46:56
연어초밥,19110,2024-12-30 04:30:56
참치회,7713,2024-12-30 02:20:56
연어초밥,15511,2024-12-30 14:25:56
참치회,10542,2024-12-30 01:22:56
광어회,17889,2024-12-30 00:29:56
연어초밥,24403,2024-12-30 05:48:56
참치회,11065,2024-12-30 04:46:56
연어초밥,9360,2024-12-29 23:24:56
연어초밥,2250,2024-12-30 02:43:56
광어회,24943,2024-12-30 13:53:56
광어회,22294,2024-12-29 20:16:56
광어회,18188,2024-12-29 18:31:56
연어초밥,20783,2024-12-29 22:59:56
연어초밥,6865,2024-12-30 12:30:56
연어초밥,1248,2024-12-30 03:11:56
연어초밥,22481,2024-12-30 04:57:56
참치회,6621,2024-12-29 19:00:56
광어회,3599,2024-12-29 19:46:56
연어초밥,14880,2024-12-30 11:39:56
참치회,27073,2024-12-30 05:01:56
광어회,5518,2024-12-30 02:49:56
연어초밥,2920,2024-12-30 06:43:56
연어초밥,16616,2024-12-30 12:44:56
참치회,28906,2024-12-30 08:43:56
참치회,2337,2024-12-30 13:21:56
연어초밥,13380,2024-12-29 17:52:56
연어초밥,23845,2024-12-29 17:33:56
연어초밥,3361,2024-12-30 11:02:56
광어회,10302,2024-12-30 08:48:56
연어초밥,29760,2024-12-30 08:01:56
참치회,14538,2024-12-30 01:53:56
연어초밥,29873,2024-12-30 12:19:56
광어회,17307,2024-12-29 17:31:56
광어회,10129,2024-12-30 08:47:56
참치회,15116,2024-12-29 22:03:56
참치회,5707,2024-12-30 11:21:56
연어초밥,19622,2024-12-29 20:01:56
연어초밥,25018,2024-12-29 19:31:56
연어초밥,12328,2024-12-30 06:22:56
연어초밥,2556,2024-12-30 11:26:56
참치회,25752,2024-12-30 06:59:56
참치회,16084,2024-12-30 15:45:56
참치회,24606,2024-12-30 05:59:56
광어회,28453,2024-12-30 07:32:56
연어초밥,23967,2024-12-30 07:59:56
참치회,3785,2024-12-30 15:03:56
참치회,26329,2024-12-30 16:27:56
광어회,3508,2024-12-29 17:36:56
광어회,9923,2024-12-30 05:15:56
광어회,20883,2024-12-30 06:46:56
참치회,17872,2024-12-30 11:02:56
연어초밥,14549,2024-12-30 11:01:56
참치회,15512,2024-12-30 05:20:56
연어초밥,28725,2024-12-30 16:13:56
참치회,20984,2024-12-30 02:05:56
광어회,1556,2024-12-30 12:13:56
광어회,25498,2024-12-30 08:01:56
연어초밥,3969,2024-12-30 10:37:56
참치회,21135,2024-12-29 17:48:56
광어회,9474,2024-12-30 10:43:56
연어초밥,2180,2024-12-30 13:07:56
광어회,6031,2024-12-29 21:39:56
참치회,2075,2024-12-30 01:31:56
광어회,1361,2024-12-30 07:01:56
연어초밥,28409,2024-12-30 16:26:56
참치회,28547,2024-12-30 00:55:56
광어회,21484,2024-12-30 05:00:56
연어초밥,29509,2024-12-30 09:19:56
참치회,16139,2024-12-30 05:07:56
참치회,4916,2024-12-29 21:51:56
참치회,19851,2024-12-30 11:45:56
참치회,18436,2024-12-30 06:55:56
참치회,26021,2024-12-30 00:54:56
광어회,7055,2024-12-30 07:50:56
참치회,18301,2024-12-30 12:00:56
광어회,23493,2024-12-30 08:45:56
광어회,8235,2024-12-30 10:10:56
광어회,19693,2024-12-30 15:02:56
참치회,10623,2024-12-30 09:14:56
연어초밥,9108,2024-12-29 22:50:56
참치회,28232,2024-12-30 07:05:56
연어초밥,7063,2024-12-30 05:46:56
광어회,16661,2024-12-30 12:50:56
연어초밥,25273,2024-12-30 14:06:56
참치회,8013,2024-12-30 06:02:56
참치회,4571,2024-12-30 02:25:56
광어회,16833,2024-12-29 17:30:56
광어회,12491,2024-12-29 23:54:56
참치회,7380,2024-12-30 14:07:56
광어회,22941,2024-12-30 07:56:56
연어초밥,22217,2024-12-30 11:27:56
참치회,19732,2024-12-29 17:49:56
연어초밥,16784,2024-12-30 00:45:56
광어회,20998,2024-12-30 12:01:56
광어회,18440,2024-12-30 16:08:56
참치회,7616,2024-12-30 14:43:56
