menu,price,order_time
닭강정,11104,2024-12-30 17:01:56
닭강정,14182,2024-12-30 05:22:56
떡볶이,27018,2024-12-30 05:53:56
떡볶이,13419,2024-12-30 16:45:56
감자튀김,18366,2024-12-30 10:08:56
떡볶이,13304,2024-12-30 04:59:56
떡볶이,5181,2024-12-30 15:00:56
감자튀김,26189,2024-12-30 09:14:56
떡볶이,3901,2024-12-30 07:13:56
닭강정,20281,2024-12-30 01:13:56
떡볶이,8549,2024-12-29 17:32:56
감자튀김,25790,2024-12-30 12:10:56
닭강정,10396,2024-12-30 14:31:56
떡볶이,29073,2024-12-29 21:29:56
떡볶이,23688,2024-12-29 20:25:56
감자튀김,21609,2024-12-30 03:55:56
닭강정,8847,2024-12-30 00:09:56
닭강정,18338,2024-12-29 21:58:56
감자튀김,16310,2024-12-30 02:47:56
감자튀김,29276,2024-12-29 21:26:56
떡볶이,10159,2024-12-29 20:49:56
떡볶이,8919,2024-12-30 15:30:56
떡볶이,2964,2024-12-30 02:30:56
떡볶이,20219,2024-12-29 22:40:56
감자튀김,7558,2024-12-30 12:09:56
떡볶이,17593,2024-12-30 03:09:56
감자튀김,2343,2024-12-30 07:07:56
닭강정,3313,2024-12-30 13:29:56
감자튀김,18694,2024-12-29 21:11:56
떡볶이,21812,2024-12-30 14:20:56
닭강정,24194,2024-12-29 17:25:56
떡볶이,10760,2024-12-30 15:10:56
감자튀김,25078,2024-12-30 03:15:56
떡볶이,14459,2024-12-29 23:57:56
떡볶이,21810,2024-12-30 05:09:56
닭강정,11123,2024-12-30 07:59:56
떡볶이,29498,2024-12-30 13:02:56
떡볶이,16754,2024-12-29 17:57:56
닭강정,27296,2024-12-29 23:02:56
닭강정,20271,2024-12-29 22:16:56
감자튀김,3245,2024-12-30 06:04:56
닭강정,4186,2024-12-30 16:55:56
떡볶이,10441,2024-12-29 18:15:56
닭강정,5136,2024-12-30 06:03:56
떡볶이,15390,2024-12-30 15:08:56
떡볶이,27476,2024-12-29 17:28:56
감자튀김,24398,2024-12-29 17:34:56
감자튀김,27401,2024-12-30 12:21:56
닭강정,6011,2024-12-30 08:48:56
감자튀김,24258,2024-12-30 11:41:56
감자튀김,3003,2024-12-29 21:02:56
감자튀김,6680,2024-12-30 16:19:56
감자튀김,28856,2024-12-30 06:39:56
감자튀김,15580,2024-12-30 11:24:56
떡볶이,4820,2024-12-30 13:16:56
감자튀김,13481,2024-12-30 05:11:56
닭강정,22718,2024-12-30 03:27:56
떡볶이,5989,2024-12-30 08:51:56
떡볶이,10513,2024-12-29 22:21:56
떡볶이,8675,2024-12-30 02:44:56
떡볶이,7481,2024-12-30 13:06:56
감자튀김,7693,2024-12-30 03:42:56
닭강정,9893,2024-12-29 23:22:56
감자튀김,5735,2024-12-30 11:04:56
감자튀김,22467,2024-12-29 17:36:56
떡볶이,14175,2024-12-30 15:53:56
떡볶이,28587,2024-12-30 02:32:56
떡볶이,4272,2024-12-29 21:27:56
떡볶이,22617,2024-12-30 02:18:56
닭강정,7540,2024-12-30 03:12:56
감자튀김,15726,2024-12-30 10:14:56
떡볶이,20628,2024-12-30 03:48:56
닭강정,14179,2024-12-30 00:40:56
닭강정,15486,2024-12-30 09:13:56
떡볶이,23457,2024-12-30 06:26:56
닭강정,26754,2024-12-30 12:31:56
떡볶이,10125,2024-12-30 13:23:56
닭강정,3924,2024-12-29 19:06:56
닭강정,18940,2024-12-29 17:47:56
닭강정,21919,2024-12-30 01:50:56
감자튀김,26848,2024-12-30 00:57:56
떡볶이,17498,2024-12-30 14:00:56
떡볶이,9896,2024-12-30 01:52:56
감자튀김,27239,2024-12-29 17:52:56
떡볶이,11557,2024-12-29 19:48:56
감자튀김,26343,2024-12-29 22:51:56
떡볶이,10195,2024-12-30 11:00:56
닭강정,3088,2024-12-30 04:18:56
닭강정,1526,2024-12-30 15:23:56
닭강정,9457,2024-12-30 05:58:56
닭강정,11606,2024-12-30 08:29:56
떡볶이,12512,2024-12-30 12:43:56
닭강정,9928,2024-12-30 12:25:56
감자튀김,14843,2024-12-29 18:17:56
떡볶이,24009,2024-12-30 04:11:56
감자튀김,2924,2024-12-30 09:06:56
닭강정,11169,2024-12-30 14:32:56
닭강정,3755,2024-12-29 22:27:56
감자튀김,25592,2024-12-30 07:48:56
떡볶이,15374,2024-12-30 07:02:56
