menu,price,order_time
카푸치노,8624,2024-12-30 12:35:57
아메리카노,10481,2024-12-29 20:12:57
아메리카노,12952,2024-12-30 16:55:57
카푸치노,4790,2024-12-30 03:06:57
케이크,1280,2024-12-30 00:21:57
카푸치노,18782,2024-12-30 01:45:57
케이크,6471,2024-12-29 23:14:57
아메리카노,21774,2024-12-30 14:54:57
아메리카노,25119,2024-12-30 04:22:57
카푸치노,28978,2024-12-29 18:46:57
카푸치노,20150,2024-12-30 04:16:57
카푸치노,25469,2024-12-30 04:47:57
아메리카노,9226,2024-12-29 20:20:57
아메리카노,25590,2024-12-29 18:36:57
아메리카노,29710,2024-12-30 13:12:57
카푸치노,12981,2024-12-29 22:28:57
카푸치노,26262,2024-12-30 09:20:57
케이크,12423,2024-12-29 22:34:57
카푸치노,19129,2024-12-30 06:32:57
아메리카노,23522,2024-12-30 02:25:57
케이크,20589,2024-12-29 21:09:57
카푸치노,11265,2024-12-30 00:18:57
케이크,13181,2024-12-29 18:34:57
케이크,22662,2024-12-30 06:32:57
카푸치노,18141,2024-12-30 05:30:57
아메리카노,1608,2024-12-29 20:08:57
케이크,17911,2024-12-29 22:10:57
카푸치노,27914,2024-12-29 21:38:57
카푸치노,22591,2024-12-29 19:39:57
카푸치노,3964,2024-12-30 10:54:57
아메리카노,13900,2024-12-29 23:42:57
아메리카노,4357,2024-12-29 19:08:57
카푸치노,16128,2024-12-29 19:50:57
케이크,17273,2024-12-29 19:39:57
아메리카노,19244,2024-12-30 07:40:57
케이크,28541,2024-12-30 09:37:57
케이크,3055,2024-12-30 10:29:57
카푸치노,14766,2024-12-29 19:17:57
아메리카노,2321,2024-12-30 17:20:57
아메리카노,3961,2024-12-30 12:14:57
아메리카노,17102,2024-12-29 23:26:57
아메리카노,28885,2024-12-29 21:54:57
케이크,12078,2024-12-30 16:13:57
아메리카노,28528,2024-12-30 08:09:57
아메리카노,16503,2024-12-30 11:02:57
카푸치노,7752,2024-12-30 11:27:57
케이크,24781,2024-12-29 21:47:57
카푸치노,9297,2024-12-29 17:33:57
아메리카노,7302,2024-12-30 04:43:57
케이크,9768,2024-12-30 17:20:57
카푸치노,12153,2024-12-29 20:03:57
카푸치노,11260,2024-12-30 14:16:57
카푸치노,1994,2024-12-30 01:10:57
케이크,18068,2024-12-30 11:40:57
아메리카노,11566,2024-12-29 22:59:57
케이크,15406,2024-12-30 17:00:57
카푸치노,6285,2024-12-30 01:01:57
카푸치노,22159,2024-12-30 07:30:57
카푸치노,28275,2024-12-30 16:48:57
케이크,7565,2024-12-30 13:47:57
아메리카노,27794,2024-12-30 15:29:57
아메리카노,18649,2024-12-30 08:48:57
케이크,23668,2024-12-29 18:29:57
케이크,8792,2024-12-29 21:03:57
아메리카노,16198,2024-12-30 13:49:57
아메리카노,3904,2024-12-29 17:38:57
아메리카노,15991,2024-12-30 02:18:57
카푸치노,9626,2024-12-29 22:20:57
아메리카노,29359,2024-12-30 01:47:57
케이크,12659,2024-12-30 07:38:57
카푸치노,7805,2024-12-30 00:24:57
아메리카노,7174,2024-12-30 02:10:57
케이크,28694,2024-12-30 02:46:57
카푸치노,21973,2024-12-30 04:08:57
아메리카노,6744,2024-12-30 16:44:57
케이크,27476,2024-12-30 10:40:57
아메리카노,8702,2024-12-29 23:03:57
아메리카노,14171,2024-12-30 11:51:57
카푸치노,15710,2024-12-30 06:09:57
카푸치노,15265,2024-12-30 15:23:57
아메리카노,21031,2024-12-30 15:06:57
카푸치노,9001,2024-12-30 08:31:57
아메리카노,24918,2024-12-30 00:49:57
케이크,21450,2024-12-30 17:09:57
케이크,2906,2024-12-30 11:50:57
케이크,6145,2024-12-30 11:28:57
케이크,3919,2024-12-30 06:16:57
케이크,28595,2024-12-30 00:16:57
케이크,16778,2024-12-30 12:17:57
아메리카노,22139,2024-12-29 21:46:57
카푸치노,4263,2024-12-29 17:54:57
카푸치노,19552,2024-12-29 22:51:57
카푸치노,11296,2024-12-30 03:57:57
카푸치노,7608,2024-12-30 15:57:57
카푸치노,10638,2024-12-30 03:20:57
케이크,19538,2024-12-30 11:17:57
케이크,6696,2024-12-30 12:42:57
카푸치노,3325,2024-12-30 13:41:57
케이크,6454,2024-12-30 04:43:57
카푸치노,25834,2024-12-30 13:10:57
