menu,price,order_time
아메리카노,27815,2024-12-30 05:19:56
케이크,28356,2024-12-29 19:12:56
아메리카노,10628,2024-12-29 23:57:56
아메리카노,23853,2024-12-30 16:24:56
아메리카노,28413,2024-12-30 07:54:56
아메리카노,7560,2024-12-29 22:55:56
아메리카노,15892,2024-12-29 23:38:56
케이크,14482,2024-12-29 22:46:56
아메리카노,9919,2024-12-30 14:29:56
케이크,29788,2024-12-30 02:41:56
아메리카노,7379,2024-12-29 18:04:56
아메리카노,3430,2024-12-30 10:37:56
카푸치노,25966,2024-12-30 09:34:56
아메리카노,9184,2024-12-30 00:06:56
케이크,2940,2024-12-30 07:42:56
케이크,1394,2024-12-29 21:05:56
카푸치노,25071,2024-12-30 00:25:56
카푸치노,23225,2024-12-30 05:21:56
케이크,18240,2024-12-30 06:57:56
케이크,13439,2024-12-30 12:21:56
케이크,5194,2024-12-30 10:38:56
케이크,25613,2024-12-30 03:08:56
아메리카노,18533,2024-12-30 00:06:56
아메리카노,7417,2024-12-30 13:49:56
카푸치노,2415,2024-12-30 14:07:56
케이크,15557,2024-12-30 16:20:56
케이크,13661,2024-12-30 01:40:56
카푸치노,23466,2024-12-30 05:55:56
아메리카노,6799,2024-12-30 15:09:56
카푸치노,8195,2024-12-29 19:45:56
카푸치노,13093,2024-12-30 01:02:56
케이크,23884,2024-12-30 07:06:56
카푸치노,26373,2024-12-29 20:25:56
카푸치노,20405,2024-12-30 01:23:56
케이크,2216,2024-12-29 23:49:56
카푸치노,9516,2024-12-30 08:02:56
카푸치노,1431,2024-12-30 06:19:56
아메리카노,7758,2024-12-30 10:37:56
아메리카노,19553,2024-12-29 18:35:56
카푸치노,25149,2024-12-30 14:15:56
케이크,21255,2024-12-29 20:08:56
카푸치노,8902,2024-12-29 21:58:56
아메리카노,23803,2024-12-30 14:42:56
케이크,19277,2024-12-30 04:58:56
카푸치노,12097,2024-12-30 09:27:56
카푸치노,25711,2024-12-30 13:59:56
케이크,2188,2024-12-29 18:35:56
카푸치노,27525,2024-12-30 15:23:56
카푸치노,22481,2024-12-30 13:01:56
케이크,23570,2024-12-30 11:22:56
카푸치노,13067,2024-12-30 09:38:56
카푸치노,11535,2024-12-30 03:31:56
아메리카노,29449,2024-12-30 09:05:56
아메리카노,14406,2024-12-30 13:01:56
카푸치노,17980,2024-12-30 14:27:56
아메리카노,16949,2024-12-30 09:32:56
아메리카노,8175,2024-12-30 08:21:56
아메리카노,22837,2024-12-30 02:55:56
카푸치노,14254,2024-12-29 20:27:56
아메리카노,27167,2024-12-30 11:45:56
아메리카노,20415,2024-12-29 20:17:56
아메리카노,29199,2024-12-30 04:26:56
카푸치노,9218,2024-12-30 00:14:56
케이크,26588,2024-12-29 17:39:56
아메리카노,12156,2024-12-30 15:11:56
케이크,28066,2024-12-30 11:28:56
카푸치노,18575,2024-12-30 04:31:56
아메리카노,3455,2024-12-30 12:54:56
카푸치노,6629,2024-12-30 03:09:56
케이크,2309,2024-12-30 05:38:56
카푸치노,23235,2024-12-30 07:10:56
아메리카노,25775,2024-12-30 15:15:56
카푸치노,24994,2024-12-30 16:29:56
케이크,20552,2024-12-29 23:23:56
아메리카노,27569,2024-12-30 15:47:56
아메리카노,8417,2024-12-30 11:44:56
아메리카노,9052,2024-12-30 09:28:56
카푸치노,22726,2024-12-30 03:32:56
카푸치노,7569,2024-12-30 09:57:56
케이크,18624,2024-12-29 18:44:56
아메리카노,26318,2024-12-30 13:52:56
카푸치노,12958,2024-12-30 05:19:56
케이크,14189,2024-12-30 04:41:56
케이크,21471,2024-12-30 13:53:56
카푸치노,15580,2024-12-30 01:06:56
케이크,23403,2024-12-30 10:16:56
아메리카노,8256,2024-12-30 00:06:56
아메리카노,2779,2024-12-30 15:30:56
케이크,23991,2024-12-30 16:59:56
카푸치노,12000,2024-12-30 10:49:56
카푸치노,15027,2024-12-30 17:01:56
아메리카노,6890,2024-12-30 05:08:56
카푸치노,23355,2024-12-29 19:53:56
아메리카노,4668,2024-12-30 05:28:56
아메리카노,14783,2024-12-30 01:43:56
케이크,25753,2024-12-30 14:16:56
카푸치노,23483,2024-12-30 02:49:56
케이크,16603,2024-12-30 10:27:56
카푸치노,2772,2024-12-30 15:00:56
카푸치노,12237,2024-12-30 08:07:56
