menu,price,order_time
아메리카노,2844,2024-12-30 00:48:56
아메리카노,9069,2024-12-30 03:42:56
카푸치노,29797,2024-12-30 07:00:56
케이크,9321,2024-12-30 16:09:56
아메리카노,29602,2024-12-30 13:07:56
아메리카노,19034,2024-12-30 16:09:56
아메리카노,24180,2024-12-29 17:40:56
아메리카노,9303,2024-12-29 19:29:56
케이크,6032,2024-12-29 19:28:56
아메리카노,19741,2024-12-30 01:39:56
케이크,27854,2024-12-30 13:31:56
카푸치노,6358,2024-12-29 23:25:56
케이크,1594,2024-12-30 05:31:56
아메리카노,27004,2024-12-30 02:22:56
케이크,2677,2024-12-29 22:33:56
아메리카노,17656,2024-12-30 04:29:56
케이크,20661,2024-12-29 22:07:56
아메리카노,7536,2024-12-30 07:06:56
케이크,18055,2024-12-30 08:25:56
카푸치노,6636,2024-12-30 14:37:56
케이크,28669,2024-12-30 04:02:56
케이크,24560,2024-12-30 09:15:56
아메리카노,6711,2024-12-29 22:57:56
카푸치노,16839,2024-12-30 16:46:56
아메리카노,2738,2024-12-30 01:29:56
카푸치노,11171,2024-12-30 09:41:56
카푸치노,4031,2024-12-30 00:37:56
아메리카노,26528,2024-12-30 00:12:56
카푸치노,13807,2024-12-30 06:00:56
아메리카노,14108,2024-12-30 00:13:56
아메리카노,9857,2024-12-30 14:18:56
아메리카노,27936,2024-12-29 20:37:56
카푸치노,3659,2024-12-30 01:37:56
아메리카노,18377,2024-12-30 10:11:56
카푸치노,3540,2024-12-29 19:44:56
아메리카노,22107,2024-12-30 15:17:56
케이크,18306,2024-12-30 16:40:56
카푸치노,9701,2024-12-30 06:11:56
아메리카노,2072,2024-12-30 02:27:56
아메리카노,24497,2024-12-30 11:18:56
아메리카노,24775,2024-12-30 11:00:56
아메리카노,26872,2024-12-29 21:25:56
케이크,26136,2024-12-30 05:03:56
케이크,10501,2024-12-29 18:42:56
케이크,1508,2024-12-30 00:16:56
카푸치노,5969,2024-12-30 08:48:56
아메리카노,27309,2024-12-29 20:06:56
케이크,21875,2024-12-30 11:11:56
케이크,5758,2024-12-29 19:18:56
카푸치노,13252,2024-12-30 16:50:56
카푸치노,20539,2024-12-30 13:39:56
카푸치노,4594,2024-12-30 05:00:56
아메리카노,4406,2024-12-30 03:51:56
케이크,11413,2024-12-30 01:57:56
카푸치노,3614,2024-12-29 17:38:56
카푸치노,28712,2024-12-30 12:41:56
카푸치노,15337,2024-12-30 00:12:56
케이크,10706,2024-12-30 14:21:56
카푸치노,27737,2024-12-30 09:48:56
케이크,7349,2024-12-30 14:39:56
케이크,18541,2024-12-29 17:30:56
아메리카노,25315,2024-12-29 17:40:56
아메리카노,28703,2024-12-29 21:40:56
케이크,22701,2024-12-30 07:03:56
아메리카노,18088,2024-12-30 15:53:56
아메리카노,10085,2024-12-30 03:02:56
카푸치노,22979,2024-12-29 21:16:56
케이크,7773,2024-12-30 05:53:56
케이크,1771,2024-12-30 12:33:56
케이크,11817,2024-12-30 10:34:56
카푸치노,2838,2024-12-30 12:01:56
카푸치노,5940,2024-12-30 09:17:56
카푸치노,20160,2024-12-30 07:16:56
카푸치노,10003,2024-12-30 02:38:56
카푸치노,25465,2024-12-30 15:09:56
케이크,16092,2024-12-30 10:58:56
케이크,6279,2024-12-29 20:44:56
케이크,12489,2024-12-30 16:45:56
케이크,24864,2024-12-30 11:06:56
케이크,17372,2024-12-30 10:25:56
아메리카노,1734,2024-12-30 14:11:56
케이크,29163,2024-12-29 19:28:56
케이크,19222,2024-12-30 07:45:56
아메리카노,1552,2024-12-29 23:57:56
카푸치노,28560,2024-12-30 07:25:56
카푸치노,10534,2024-12-29 23:21:56
아메리카노,17837,2024-12-30 02:08:56
케이크,26391,2024-12-30 02:19:56
카푸치노,13367,2024-12-30 13:22:56
케이크,16345,2024-12-29 21:24:56
카푸치노,19008,2024-12-30 12:27:56
케이크,23968,2024-12-30 11:11:56
아메리카노,15441,2024-12-30 00:03:56
케이크,5724,2024-12-30 12:54:56
케이크,10888,2024-12-30 14:06:56
아메리카노,27072,2024-12-29 21:30:56
케이크,23701,2024-12-30 07:05:56
케이크,14959,2024-12-30 13:14:56
케이크,14198,2024-12-30 13:47:56
아메리카노,14336,2024-12-30 14:01:56
