menu,price,order_time
카푸치노,20111,2024-12-30 09:13:56
아메리카노,22345,2024-12-30 03:19:56
카푸치노,22956,2024-12-30 04:14:56
아메리카노,20444,2024-12-30 01:33:56
케이크,21215,2024-12-29 19:36:56
케이크,24729,2024-12-30 08:32:56
아메리카노,20440,2024-12-30 13:42:56
카푸치노,5154,2024-12-30 06:05:56
카푸치노,4888,2024-12-30 10:10:56
아메리카노,13953,2024-12-29 22:29:56
카푸치노,28059,2024-12-30 15:05:56
케이크,29069,2024-12-30 08:06:56
카푸치노,5930,2024-12-29 20:17:56
카푸치노,9621,2024-12-30 01:20:56
아메리카노,22997,2024-12-30 09:33:56
케이크,9787,2024-12-29 22:44:56
케이크,10024,2024-12-30 08:18:56
카푸치노,2113,2024-12-29 22:14:56
케이크,29990,2024-12-30 16:42:56
아메리카노,13508,2024-12-30 13:05:56
아메리카노,26686,2024-12-30 04:41:56
아메리카노,16596,2024-12-30 10:23:56
케이크,22080,2024-12-29 19:59:56
아메리카노,26585,2024-12-30 04:51:56
케이크,21698,2024-12-30 12:35:56
아메리카노,21082,2024-12-30 09:07:56
카푸치노,4725,2024-12-29 19:35:56
카푸치노,21564,2024-12-30 01:01:56
케이크,24044,2024-12-30 10:39:56
카푸치노,14052,2024-12-30 11:39:56
케이크,13758,2024-12-30 09:02:56
카푸치노,2615,2024-12-29 22:27:56
카푸치노,13633,2024-12-30 00:22:56
카푸치노,9209,2024-12-29 21:22:56
케이크,8599,2024-12-29 21:31:56
아메리카노,20187,2024-12-30 00:25:56
카푸치노,24725,2024-12-30 14:01:56
케이크,20137,2024-12-30 02:08:56
케이크,26382,2024-12-30 07:11:56
카푸치노,8513,2024-12-30 01:02:56
카푸치노,28515,2024-12-30 00:59:56
카푸치노,4836,2024-12-30 07:12:56
카푸치노,17006,2024-12-30 04:10:56
카푸치노,26532,2024-12-30 10:25:56
케이크,9667,2024-12-29 17:52:56
카푸치노,24432,2024-12-29 23:17:56
케이크,15388,2024-12-29 17:29:56
케이크,2952,2024-12-30 10:34:56
케이크,5042,2024-12-30 01:43:56
아메리카노,5246,2024-12-29 18:45:56
아메리카노,25421,2024-12-30 16:25:56
아메리카노,15149,2024-12-30 04:31:56
케이크,8989,2024-12-30 10:31:56
카푸치노,8540,2024-12-30 07:18:56
카푸치노,11537,2024-12-30 07:56:56
아메리카노,4153,2024-12-30 04:13:56
카푸치노,27188,2024-12-29 22:47:56
카푸치노,2198,2024-12-30 04:54:56
아메리카노,22373,2024-12-29 21:03:56
케이크,16114,2024-12-29 20:37:56
아메리카노,21145,2024-12-30 00:27:56
카푸치노,18789,2024-12-30 14:57:56
아메리카노,18192,2024-12-30 17:02:56
아메리카노,19338,2024-12-30 14:20:56
케이크,13694,2024-12-30 03:34:56
케이크,17956,2024-12-30 09:29:56
케이크,1639,2024-12-30 01:31:56
케이크,6486,2024-12-30 10:06:56
케이크,5674,2024-12-30 09:01:56
카푸치노,19771,2024-12-30 16:28:56
카푸치노,21585,2024-12-30 10:44:56
케이크,19548,2024-12-29 21:32:56
케이크,21609,2024-12-29 19:40:56
케이크,17741,2024-12-30 01:37:56
카푸치노,3297,2024-12-30 12:48:56
카푸치노,18332,2024-12-29 19:58:56
케이크,6381,2024-12-29 20:48:56
아메리카노,23849,2024-12-30 12:09:56
카푸치노,14036,2024-12-30 02:05:56
케이크,3266,2024-12-29 22:26:56
아메리카노,2738,2024-12-30 14:31:56
카푸치노,5999,2024-12-30 00:15:56
케이크,6611,2024-12-29 23:57:56
아메리카노,6590,2024-12-30 10:11:56
케이크,6880,2024-12-30 03:37:56
카푸치노,6191,2024-12-30 07:14:56
카푸치노,17016,2024-12-30 00:40:56
카푸치노,21815,2024-12-29 23:26:56
카푸치노,9815,2024-12-29 18:05:56
케이크,17445,2024-12-29 18:33:56
카푸치노,9000,2024-12-29 18:30:56
카푸치노,20163,2024-12-29 23:29:56
케이크,19166,2024-12-30 06:57:56
카푸치노,13729,2024-12-29 21:09:56
아메리카노,9071,2024-12-30 12:18:56
아메리카노,18169,2024-12-29 21:31:56
아메리카노,10620,2024-12-30 09:24:56
아메리카노,16301,2024-12-30 15:51:56
케이크,5238,2024-12-30 05:41:56
카푸치노,26788,2024-12-29 20:15:56
