menu,price,order_time
크루아상,21765,2024-12-29 20:38:56
머핀,21217,2024-12-29 22:25:56
머핀,16643,2024-12-29 22:46:56
크루아상,17360,2024-12-30 01:18:56
도넛,7227,2024-12-30 06:27:56
크루아상,5767,2024-12-30 13:39:56
도넛,17337,2024-12-30 04:43:56
크루아상,20421,2024-12-30 15:01:56
도넛,12767,2024-12-30 14:41:56
머핀,16234,2024-12-30 16:51:56
머핀,3829,2024-12-30 16:07:56
머핀,27825,2024-12-30 14:47:56
머핀,11506,2024-12-30 14:06:56
머핀,5216,2024-12-29 21:38:56
머핀,2584,2024-12-30 14:19:56
도넛,25472,2024-12-30 10:36:56
크루아상,26427,2024-12-30 05:01:56
크루아상,28984,2024-12-30 01:05:56
머핀,5485,2024-12-30 09:34:56
머핀,16550,2024-12-30 02:04:56
크루아상,4743,2024-12-30 07:24:56
머핀,22070,2024-12-30 09:22:56
크루아상,10855,2024-12-30 16:24:56
머핀,25613,2024-12-30 10:25:56
머핀,1211,2024-12-29 18:05:56
크루아상,5222,2024-12-30 06:40:56
도넛,9888,2024-12-30 06:47:56
크루아상,16032,2024-12-29 19:28:56
머핀,10993,2024-12-29 18:12:56
도넛,24558,2024-12-29 18:38:56
도넛,8339,2024-12-30 04:41:56
크루아상,27321,2024-12-29 20:28:56
크루아상,20197,2024-12-29 23:39:56
크루아상,7530,2024-12-30 13:48:56
도넛,27755,2024-12-29 21:43:56
도넛,12411,2024-12-30 11:26:56
머핀,10443,2024-12-29 17:32:56
머핀,18884,2024-12-29 18:15:56
머핀,19960,2024-12-30 06:23:56
크루아상,12389,2024-12-30 10:38:56
도넛,8757,2024-12-30 01:44:56
크루아상,14911,2024-12-29 21:06:56
머핀,4681,2024-12-30 10:59:56
도넛,12201,2024-12-30 06:09:56
머핀,14596,2024-12-30 07:40:56
크루아상,21284,2024-12-29 19:26:56
도넛,4473,2024-12-29 20:24:56
머핀,23328,2024-12-30 07:42:56
도넛,22097,2024-12-30 02:44:56
머핀,16756,2024-12-30 11:29:56
머핀,15471,2024-12-29 22:44:56
머핀,10485,2024-12-30 02:23:56
머핀,27296,2024-12-30 10:20:56
도넛,22729,2024-12-30 00:10:56
머핀,5666,2024-12-29 22:30:56
크루아상,28236,2024-12-30 01:14:56
머핀,22604,2024-12-30 07:36:56
머핀,15214,2024-12-29 23:41:56
크루아상,21942,2024-12-29 18:13:56
크루아상,1309,2024-12-30 07:23:56
도넛,3755,2024-12-29 23:27:56
도넛,26903,2024-12-30 00:41:56
도넛,9015,2024-12-30 11:38:56
머핀,18859,2024-12-30 00:26:56
도넛,25964,2024-12-30 14:34:56
크루아상,18477,2024-12-30 14:15:56
도넛,21597,2024-12-30 03:24:56
도넛,17895,2024-12-30 06:16:56
머핀,4380,2024-12-30 07:14:56
도넛,15593,2024-12-30 17:08:56
도넛,16251,2024-12-30 03:56:56
도넛,15577,2024-12-30 03:06:56
크루아상,20285,2024-12-30 07:43:56
도넛,2571,2024-12-30 06:49:56
도넛,6559,2024-12-29 22:35:56
크루아상,25873,2024-12-30 09:14:56
도넛,28024,2024-12-30 16:21:56
크루아상,21231,2024-12-30 10:50:56
크루아상,1333,2024-12-30 00:43:56
머핀,21577,2024-12-29 20:16:56
머핀,1019,2024-12-30 13:29:56
도넛,17295,2024-12-30 02:33:56
머핀,22441,2024-12-30 11:09:56
도넛,20933,2024-12-30 01:46:56
도넛,6498,2024-12-30 16:35:56
도넛,13620,2024-12-29 21:31:56
머핀,18647,2024-12-30 00:52:56
머핀,26053,2024-12-30 09:05:56
도넛,11033,2024-12-30 14:41:56
크루아상,3704,2024-12-29 18:42:56
머핀,27749,2024-12-30 03:28:56
머핀,11144,2024-12-29 22:27:56
도넛,12002,2024-12-30 02:50:56
머핀,4129,2024-12-30 11:51:56
도넛,26379,2024-12-30 09:11:56
크루아상,23269,2024-12-30 17:18:56
크루아상,29455,2024-12-30 10:16:56
도넛,15084,2024-12-30 02:21:56
머핀,5622,2024-12-29 19:25:56
도넛,21042,2024-12-30 15:33:56
