menu,price,order_time
케이크,26136,2024-12-30 14:10:57
카푸치노,24114,2024-12-30 15:40:57
아메리카노,3652,2024-12-30 05:03:57
카푸치노,3105,2024-12-30 15:36:57
케이크,27864,2024-12-30 10:58:57
케이크,2905,2024-12-30 10:04:57
아메리카노,13241,2024-12-30 02:39:57
카푸치노,19547,2024-12-30 14:42:57
케이크,13268,2024-12-30 15:14:57
케이크,17822,2024-12-30 14:54:57
케이크,13852,2024-12-30 08:38:57
카푸치노,23209,2024-12-30 02:29:57
케이크,13687,2024-12-29 19:35:57
아메리카노,20037,2024-12-30 09:23:57
카푸치노,29400,2024-12-30 13:23:57
아메리카노,14085,2024-12-30 11:30:57
아메리카노,10567,2024-12-30 10:16:57
카푸치노,18089,2024-12-30 10:53:57
아메리카노,12015,2024-12-30 09:19:57
케이크,28232,2024-12-30 09:56:57
케이크,23811,2024-12-30 15:26:57
케이크,16907,2024-12-30 16:25:57
아메리카노,4096,2024-12-30 06:07:57
아메리카노,11601,2024-12-29 20:58:57
카푸치노,13061,2024-12-30 08:22:57
아메리카노,14169,2024-12-30 15:05:57
아메리카노,6869,2024-12-29 19:46:57
카푸치노,11547,2024-12-30 14:50:57
케이크,9225,2024-12-29 19:38:57
아메리카노,11672,2024-12-29 18:15:57
아메리카노,5779,2024-12-30 16:19:57
케이크,19411,2024-12-29 19:12:57
아메리카노,28073,2024-12-30 05:25:57
카푸치노,26810,2024-12-30 10:00:57
아메리카노,17710,2024-12-29 18:33:57
케이크,4120,2024-12-29 23:37:57
카푸치노,15898,2024-12-30 04:02:57
카푸치노,28576,2024-12-29 17:28:57
케이크,7696,2024-12-29 19:20:57
카푸치노,29385,2024-12-30 03:03:57
케이크,19647,2024-12-30 00:15:57
케이크,16791,2024-12-30 15:06:57
케이크,16572,2024-12-30 12:28:57
케이크,22842,2024-12-30 10:20:57
카푸치노,19847,2024-12-30 06:22:57
카푸치노,12340,2024-12-30 01:13:57
케이크,6862,2024-12-30 06:13:57
카푸치노,7683,2024-12-30 15:52:57
카푸치노,28696,2024-12-30 05:02:57
아메리카노,5067,2024-12-30 02:15:57
카푸치노,19358,2024-12-30 01:52:57
케이크,12936,2024-12-30 10:01:57
아메리카노,20895,2024-12-30 11:52:57
카푸치노,24157,2024-12-30 05:45:57
아메리카노,4330,2024-12-30 13:14:57
케이크,21755,2024-12-30 11:25:57
케이크,28601,2024-12-30 09:52:57
카푸치노,4638,2024-12-29 22:59:57
아메리카노,5301,2024-12-29 22:49:57
아메리카노,8964,2024-12-30 04:30:57
카푸치노,2867,2024-12-30 16:56:57
카푸치노,25422,2024-12-29 19:32:57
카푸치노,27522,2024-12-30 00:01:57
아메리카노,13942,2024-12-30 10:13:57
케이크,18274,2024-12-30 15:15:57
카푸치노,17479,2024-12-30 03:24:57
아메리카노,1929,2024-12-29 20:59:57
케이크,10085,2024-12-30 11:13:57
카푸치노,1006,2024-12-30 15:54:57
케이크,29767,2024-12-30 11:43:57
케이크,17430,2024-12-30 02:52:57
케이크,18783,2024-12-30 13:18:57
카푸치노,2973,2024-12-30 14:25:57
카푸치노,28702,2024-12-29 20:15:57
케이크,5579,2024-12-29 23:10:57
카푸치노,17047,2024-12-30 12:02:57
카푸치노,4404,2024-12-30 16:21:57
아메리카노,29351,2024-12-30 11:00:57
카푸치노,9802,2024-12-30 07:47:57
케이크,25644,2024-12-30 09:21:57
아메리카노,28019,2024-12-30 03:31:57
카푸치노,8543,2024-12-30 01:43:57
케이크,8097,2024-12-29 20:16:57
카푸치노,15527,2024-12-30 14:41:57
케이크,13701,2024-12-29 23:02:57
케이크,2023,2024-12-30 04:40:57
아메리카노,18296,2024-12-30 01:21:57
카푸치노,28664,2024-12-30 10:27:57
케이크,20790,2024-12-30 05:10:57
카푸치노,26911,2024-12-30 10:17:57
아메리카노,21230,2024-12-30 16:41:57
케이크,3825,2024-12-30 07:24:57
케이크,19870,2024-12-30 04:38:57
아메리카노,24283,2024-12-29 20:27:57
케이크,4215,2024-12-30 00:32:57
케이크,19285,2024-12-30 02:00:57
케이크,11330,2024-12-29 17:51:57
아메리카노,6441,2024-12-30 10:10:57
아메리카노,26905,2024-12-30 13:34:57
케이크,4058,2024-12-29 20:32:57
