menu,price,order_time
감자튀김,22146,2024-12-30 13:15:57
닭강정,10424,2024-12-29 19:58:57
닭강정,18183,2024-12-29 21:36:57
닭강정,11747,2024-12-30 03:32:57
닭강정,14346,2024-12-30 01:08:57
닭강정,4794,2024-12-30 07:44:57
떡볶이,23545,2024-12-30 01:02:57
떡볶이,23018,2024-12-30 13:08:57
닭강정,4315,2024-12-30 17:18:57
떡볶이,19181,2024-12-30 03:43:57
감자튀김,15655,2024-12-30 03:23:57
떡볶이,23172,2024-12-30 06:19:57
떡볶이,17960,2024-12-29 18:12:57
닭강정,17109,2024-12-30 13:44:57
닭강정,13461,2024-12-29 21:03:57
떡볶이,8322,2024-12-30 15:55:57
닭강정,7614,2024-12-30 04:07:57
떡볶이,19015,2024-12-30 10:20:57
닭강정,18961,2024-12-30 14:29:57
감자튀김,7608,2024-12-30 02:55:57
감자튀김,7566,2024-12-30 07:52:57
떡볶이,6921,2024-12-29 22:39:57
떡볶이,7264,2024-12-29 17:46:57
떡볶이,13804,2024-12-30 03:08:57
감자튀김,27261,2024-12-29 22:19:57
감자튀김,28458,2024-12-29 21:10:57
감자튀김,15190,2024-12-30 09:16:57
떡볶이,5411,2024-12-30 04:41:57
떡볶이,4267,2024-12-29 17:27:57
닭강정,22504,2024-12-29 19:47:57
닭강정,7842,2024-12-29 23:29:57
닭강정,22302,2024-12-29 18:03:57
떡볶이,20229,2024-12-30 11:08:57
닭강정,20714,2024-12-30 02:32:57
떡볶이,7045,2024-12-30 14:58:57
떡볶이,16629,2024-12-30 06:07:57
닭강정,27014,2024-12-29 23:52:57
떡볶이,27018,2024-12-30 09:44:57
닭강정,19477,2024-12-30 11:22:57
닭강정,13603,2024-12-30 12:29:57
떡볶이,3300,2024-12-29 21:14:57
떡볶이,20337,2024-12-30 04:01:57
닭강정,21254,2024-12-30 13:46:57
감자튀김,14280,2024-12-30 03:35:57
떡볶이,1688,2024-12-29 21:38:57
감자튀김,2483,2024-12-30 15:15:57
닭강정,18084,2024-12-30 14:41:57
닭강정,15437,2024-12-30 06:00:57
떡볶이,5580,2024-12-30 13:22:57
닭강정,7886,2024-12-30 04:22:57
떡볶이,9498,2024-12-29 19:07:57
떡볶이,21439,2024-12-30 07:32:57
떡볶이,14499,2024-12-29 23:04:57
감자튀김,23630,2024-12-29 17:49:57
떡볶이,13301,2024-12-30 11:42:57
닭강정,1180,2024-12-29 18:16:57
닭강정,5207,2024-12-29 21:18:57
닭강정,25842,2024-12-29 22:29:57
떡볶이,15257,2024-12-30 07:40:57
닭강정,25346,2024-12-29 22:18:57
감자튀김,17819,2024-12-30 09:53:57
감자튀김,10574,2024-12-30 14:56:57
떡볶이,21878,2024-12-30 00:55:57
닭강정,27800,2024-12-30 00:33:57
감자튀김,7174,2024-12-30 00:00:57
떡볶이,12137,2024-12-30 09:18:57
떡볶이,21503,2024-12-30 07:28:57
감자튀김,22506,2024-12-30 14:33:57
떡볶이,7764,2024-12-30 10:44:57
닭강정,11281,2024-12-29 17:33:57
떡볶이,2290,2024-12-30 14:26:57
닭강정,18296,2024-12-30 02:24:57
닭강정,20824,2024-12-30 13:55:57
떡볶이,22630,2024-12-30 01:19:57
감자튀김,16700,2024-12-30 11:01:57
떡볶이,17005,2024-12-29 20:07:57
닭강정,2033,2024-12-30 12:53:57
닭강정,25431,2024-12-30 10:54:57
감자튀김,25030,2024-12-29 17:38:57
떡볶이,1693,2024-12-29 22:22:57
닭강정,6450,2024-12-30 02:38:57
닭강정,6376,2024-12-30 08:28:57
닭강정,7112,2024-12-30 08:16:57
닭강정,11054,2024-12-30 04:29:57
떡볶이,24472,2024-12-30 02:23:57
감자튀김,11428,2024-12-30 03:48:57
닭강정,1135,2024-12-30 08:54:57
닭강정,27176,2024-12-30 00:48:57
닭강정,27347,2024-12-30 04:55:57
감자튀김,10985,2024-12-29 17:28:57
떡볶이,22050,2024-12-30 12:18:57
떡볶이,1896,2024-12-30 01:10:57
감자튀김,6350,2024-12-30 15:19:57
닭강정,24617,2024-12-30 16:16:57
감자튀김,10132,2024-12-30 07:17:57
감자튀김,3205,2024-12-29 19:37:57
닭강정,2000,2024-12-30 14:00:57
닭강정,3496,2024-12-30 14:57:57
떡볶이,9211,2024-12-30 02:15:57
감자튀김,19957,2024-12-30 07:56:57
