menu,price,order_time
떡볶이,28501,2024-12-30 13:25:56
감자튀김,1077,2024-12-29 18:40:56
감자튀김,29960,2024-12-30 12:15:56
닭강정,12699,2024-12-29 18:31:56
떡볶이,10274,2024-12-30 10:25:56
떡볶이,21594,2024-12-30 02:26:56
떡볶이,3106,2024-12-30 08:48:56
감자튀김,27354,2024-12-30 17:05:56
떡볶이,22519,2024-12-30 12:24:56
떡볶이,17635,2024-12-29 19:36:56
감자튀김,16766,2024-12-30 07:20:56
닭강정,27408,2024-12-29 17:43:56
떡볶이,4071,2024-12-29 21:11:56
닭강정,4036,2024-12-30 12:01:56
떡볶이,21805,2024-12-30 02:32:56
닭강정,13069,2024-12-30 15:13:56
감자튀김,4700,2024-12-30 17:18:56
감자튀김,16845,2024-12-30 11:10:56
감자튀김,10704,2024-12-29 22:05:56
감자튀김,16931,2024-12-30 06:00:56
닭강정,19495,2024-12-29 18:24:56
떡볶이,15984,2024-12-30 11:06:56
닭강정,23537,2024-12-30 01:33:56
감자튀김,28014,2024-12-30 06:11:56
떡볶이,8050,2024-12-30 10:11:56
닭강정,23816,2024-12-29 21:07:56
떡볶이,29997,2024-12-30 12:35:56
감자튀김,10283,2024-12-30 16:41:56
감자튀김,15373,2024-12-30 01:12:56
닭강정,9652,2024-12-30 05:23:56
닭강정,25562,2024-12-29 23:52:56
닭강정,4311,2024-12-30 03:34:56
떡볶이,4646,2024-12-29 18:49:56
감자튀김,8201,2024-12-30 08:36:56
감자튀김,1529,2024-12-30 10:12:56
감자튀김,22045,2024-12-30 08:10:56
떡볶이,15592,2024-12-30 09:03:56
떡볶이,20766,2024-12-30 08:34:56
닭강정,25181,2024-12-30 03:28:56
닭강정,11877,2024-12-30 12:18:56
감자튀김,5679,2024-12-30 14:58:56
닭강정,2025,2024-12-30 06:16:56
닭강정,7496,2024-12-29 23:51:56
떡볶이,28907,2024-12-30 04:55:56
감자튀김,23939,2024-12-30 00:29:56
감자튀김,4345,2024-12-29 19:12:56
감자튀김,28610,2024-12-30 09:02:56
떡볶이,18342,2024-12-30 13:51:56
닭강정,3611,2024-12-29 21:05:56
떡볶이,10854,2024-12-30 17:17:56
닭강정,17170,2024-12-30 05:22:56
닭강정,8384,2024-12-30 01:01:56
감자튀김,28680,2024-12-30 13:53:56
감자튀김,5208,2024-12-30 13:13:56
감자튀김,10243,2024-12-30 09:40:56
닭강정,5007,2024-12-30 14:38:56
떡볶이,25818,2024-12-29 20:16:56
닭강정,29276,2024-12-30 04:52:56
감자튀김,3496,2024-12-30 02:38:56
감자튀김,14962,2024-12-29 20:07:56
닭강정,5318,2024-12-30 03:46:56
감자튀김,29512,2024-12-29 23:26:56
닭강정,27406,2024-12-30 09:39:56
닭강정,20957,2024-12-30 03:19:56
감자튀김,15522,2024-12-30 02:04:56
닭강정,16300,2024-12-30 11:25:56
닭강정,17078,2024-12-30 10:28:56
떡볶이,5281,2024-12-30 14:49:56
떡볶이,23905,2024-12-30 11:19:56
감자튀김,27941,2024-12-30 05:29:56
감자튀김,9230,2024-12-29 22:08:56
감자튀김,11979,2024-12-29 20:44:56
떡볶이,4061,2024-12-29 17:59:56
감자튀김,5737,2024-12-30 11:45:56
닭강정,4383,2024-12-30 16:08:56
닭강정,16449,2024-12-30 03:01:56
닭강정,19401,2024-12-30 03:30:56
감자튀김,27842,2024-12-30 04:42:56
떡볶이,25652,2024-12-30 06:24:56
닭강정,11399,2024-12-30 01:05:56
닭강정,22439,2024-12-30 12:51:56
떡볶이,29676,2024-12-30 00:34:56
감자튀김,27757,2024-12-30 01:28:56
떡볶이,3877,2024-12-30 04:53:56
떡볶이,2253,2024-12-30 10:22:56
닭강정,21964,2024-12-29 22:39:56
닭강정,21967,2024-12-30 16:00:56
감자튀김,19524,2024-12-30 08:50:56
떡볶이,14828,2024-12-30 03:42:56
떡볶이,3987,2024-12-30 08:03:56
감자튀김,16915,2024-12-30 12:16:56
떡볶이,5180,2024-12-30 13:40:56
감자튀김,3717,2024-12-29 21:12:56
감자튀김,7817,2024-12-30 00:55:56
떡볶이,12645,2024-12-29 21:19:56
감자튀김,14774,2024-12-30 14:51:56
닭강정,6675,2024-12-30 09:27:56
닭강정,24488,2024-12-30 12:30:56
닭강정,28453,2024-12-29 21:58:56
떡볶이,20722,2024-12-30 02:08:56
