menu,price,order_time
연어초밥,7415,2024-12-30 12:19:56
참치회,7521,2024-12-30 11:38:56
연어초밥,17155,2024-12-30 03:21:56
연어초밥,21442,2024-12-30 06:05:56
광어회,25188,2024-12-30 16:10:56
광어회,11298,2024-12-30 04:31:56
광어회,24302,2024-12-29 18:47:56
참치회,28954,2024-12-30 10:22:56
광어회,19059,2024-12-30 12:25:56
연어초밥,8008,2024-12-30 10:06:56
연어초밥,15326,2024-12-30 01:15:56
광어회,20516,2024-12-30 00:18:56
연어초밥,17869,2024-12-29 22:56:56
광어회,16675,2024-12-30 13:35:56
연어초밥,23548,2024-12-29 21:11:56
광어회,5746,2024-12-30 06:27:56
광어회,14667,2024-12-30 08:24:56
연어초밥,10206,2024-12-30 15:16:56
참치회,17124,2024-12-30 11:03:56
참치회,28142,2024-12-29 22:17:56
광어회,24603,2024-12-30 12:50:56
연어초밥,12688,2024-12-30 08:20:56
참치회,18870,2024-12-30 16:02:56
연어초밥,9925,2024-12-29 22:29:56
연어초밥,4508,2024-12-30 14:47:56
광어회,7036,2024-12-30 16:24:56
광어회,4344,2024-12-30 05:01:56
참치회,18951,2024-12-30 11:20:56
연어초밥,16269,2024-12-30 14:44:56
연어초밥,29896,2024-12-30 14:53:56
참치회,19047,2024-12-30 13:00:56
연어초밥,11420,2024-12-30 00:33:56
광어회,19824,2024-12-30 07:43:56
참치회,5640,2024-12-29 21:09:56
연어초밥,29674,2024-12-30 07:06:56
연어초밥,19257,2024-12-30 09:10:56
광어회,8339,2024-12-30 02:42:56
광어회,3162,2024-12-30 10:01:56
연어초밥,19353,2024-12-30 09:23:56
광어회,11166,2024-12-29 23:20:56
연어초밥,28127,2024-12-30 01:58:56
연어초밥,13357,2024-12-30 07:15:56
광어회,5666,2024-12-30 09:25:56
참치회,17424,2024-12-29 20:51:56
연어초밥,19504,2024-12-30 03:16:56
참치회,11855,2024-12-30 05:27:56
참치회,3673,2024-12-29 22:32:56
참치회,11986,2024-12-30 15:47:56
참치회,22730,2024-12-30 06:28:56
연어초밥,27210,2024-12-29 21:12:56
참치회,14939,2024-12-29 19:03:56
광어회,16342,2024-12-30 14:25:56
연어초밥,27245,2024-12-30 03:37:56
연어초밥,5599,2024-12-30 09:44:56
참치회,20961,2024-12-30 09:49:56
참치회,23957,2024-12-30 06:50:56
연어초밥,3324,2024-12-29 23:11:56
광어회,2825,2024-12-30 12:20:56
연어초밥,1961,2024-12-30 04:14:56
광어회,2187,2024-12-29 18:21:56
광어회,29231,2024-12-30 15:50:56
참치회,8819,2024-12-29 22:11:56
연어초밥,12232,2024-12-30 13:13:56
참치회,5073,2024-12-30 01:36:56
연어초밥,21959,2024-12-29 18:11:56
연어초밥,8896,2024-12-30 14:34:56
참치회,29539,2024-12-30 02:33:56
광어회,4212,2024-12-30 02:15:56
참치회,4705,2024-12-30 16:20:56
연어초밥,12971,2024-12-30 02:04:56
연어초밥,2583,2024-12-30 13:27:56
연어초밥,28129,2024-12-30 03:30:56
연어초밥,8761,2024-12-30 01:01:56
연어초밥,25368,2024-12-30 15:21:56
연어초밥,3926,2024-12-29 21:31:56
참치회,11823,2024-12-30 12:33:56
연어초밥,8704,2024-12-30 03:44:56
광어회,29864,2024-12-30 09:56:56
광어회,14268,2024-12-29 23:04:56
광어회,28173,2024-12-29 20:29:56
연어초밥,17961,2024-12-30 05:29:56
광어회,23125,2024-12-30 02:26:56
연어초밥,4126,2024-12-30 16:09:56
연어초밥,24183,2024-12-30 13:17:56
연어초밥,16459,2024-12-30 04:08:56
참치회,23004,2024-12-30 10:23:56
연어초밥,26868,2024-12-29 23:19:56
참치회,26017,2024-12-30 06:44:56
광어회,24322,2024-12-30 05:11:56
광어회,15434,2024-12-30 06:16:56
광어회,7446,2024-12-30 16:42:56
참치회,3832,2024-12-29 22:19:56
참치회,14374,2024-12-30 09:11:56
연어초밥,3908,2024-12-30 11:31:56
광어회,25379,2024-12-30 04:10:56
광어회,11912,2024-12-29 21:55:56
광어회,3152,2024-12-30 02:48:56
광어회,5503,2024-12-30 00:06:56
광어회,23781,2024-12-30 11:16:56
광어회,18059,2024-12-30 01:14:56
