menu,price,order_time
닭강정,21783,2024-12-30 14:52:56
감자튀김,20523,2024-12-30 08:32:56
닭강정,8666,2024-12-30 07:36:56
닭강정,21324,2024-12-29 18:01:56
닭강정,14802,2024-12-30 09:00:56
떡볶이,3401,2024-12-30 08:10:56
닭강정,29647,2024-12-30 04:56:56
감자튀김,7794,2024-12-29 20:34:56
떡볶이,1150,2024-12-29 19:59:56
감자튀김,23261,2024-12-30 05:44:56
감자튀김,26717,2024-12-30 02:27:56
닭강정,21363,2024-12-30 09:27:56
닭강정,18054,2024-12-30 07:01:56
떡볶이,18662,2024-12-30 05:03:56
떡볶이,3281,2024-12-30 06:50:56
감자튀김,9367,2024-12-30 07:26:56
감자튀김,28316,2024-12-30 13:55:56
감자튀김,27460,2024-12-30 01:51:56
떡볶이,20050,2024-12-30 05:15:56
닭강정,9274,2024-12-29 20:54:56
닭강정,21566,2024-12-30 11:12:56
닭강정,11206,2024-12-29 21:05:56
감자튀김,13088,2024-12-29 19:41:56
닭강정,5441,2024-12-29 22:06:56
닭강정,22365,2024-12-29 18:36:56
떡볶이,21996,2024-12-29 20:13:56
감자튀김,29960,2024-12-29 21:55:56
감자튀김,25345,2024-12-30 01:38:56
감자튀김,14469,2024-12-30 08:57:56
닭강정,9152,2024-12-29 20:22:56
감자튀김,23524,2024-12-30 14:53:56
닭강정,26233,2024-12-30 14:07:56
감자튀김,18369,2024-12-29 18:40:56
닭강정,18556,2024-12-30 16:48:56
닭강정,4144,2024-12-30 01:44:56
감자튀김,8906,2024-12-30 15:46:56
닭강정,19719,2024-12-30 08:51:56
떡볶이,1656,2024-12-30 16:52:56
감자튀김,14936,2024-12-30 07:28:56
떡볶이,23578,2024-12-29 22:43:56
떡볶이,12144,2024-12-30 01:49:56
감자튀김,15206,2024-12-30 00:23:56
감자튀김,11433,2024-12-30 11:52:56
닭강정,5926,2024-12-30 10:03:56
닭강정,28886,2024-12-30 10:07:56
떡볶이,5206,2024-12-29 20:48:56
떡볶이,20522,2024-12-30 00:14:56
닭강정,5527,2024-12-30 05:24:56
닭강정,20891,2024-12-30 15:04:56
감자튀김,3023,2024-12-30 05:10:56
떡볶이,19260,2024-12-30 10:51:56
감자튀김,11410,2024-12-29 17:32:56
닭강정,14752,2024-12-30 13:32:56
감자튀김,19727,2024-12-30 14:37:56
감자튀김,16702,2024-12-29 20:21:56
떡볶이,28837,2024-12-30 06:57:56
감자튀김,25947,2024-12-29 21:37:56
떡볶이,28643,2024-12-30 06:13:56
닭강정,22601,2024-12-29 19:35:56
감자튀김,8379,2024-12-29 22:45:56
감자튀김,19237,2024-12-29 20:50:56
떡볶이,1707,2024-12-29 19:24:56
감자튀김,6120,2024-12-30 00:40:56
감자튀김,15832,2024-12-30 14:54:56
닭강정,25627,2024-12-30 16:45:56
떡볶이,9158,2024-12-30 16:03:56
닭강정,24365,2024-12-30 13:48:56
감자튀김,4583,2024-12-29 23:54:56
감자튀김,15668,2024-12-30 08:29:56
떡볶이,29231,2024-12-30 03:45:56
닭강정,3476,2024-12-29 20:30:56
떡볶이,3214,2024-12-30 05:46:56
떡볶이,19296,2024-12-30 09:47:56
감자튀김,20385,2024-12-29 17:22:56
떡볶이,18222,2024-12-30 07:18:56
떡볶이,10184,2024-12-29 21:12:56
감자튀김,17297,2024-12-30 16:11:56
떡볶이,5560,2024-12-29 23:25:56
감자튀김,7744,2024-12-30 04:54:56
떡볶이,17063,2024-12-30 01:46:56
떡볶이,8367,2024-12-29 22:02:56
닭강정,1166,2024-12-30 11:19:56
감자튀김,13365,2024-12-30 10:31:56
떡볶이,25678,2024-12-30 02:47:56
감자튀김,26888,2024-12-30 01:16:56
감자튀김,2001,2024-12-29 19:49:56
감자튀김,8221,2024-12-30 14:00:56
닭강정,17628,2024-12-29 22:47:56
닭강정,24706,2024-12-30 14:28:56
닭강정,17232,2024-12-30 02:18:56
감자튀김,15862,2024-12-30 01:51:56
감자튀김,7394,2024-12-29 19:02:56
닭강정,9035,2024-12-29 17:22:56
떡볶이,8238,2024-12-30 11:34:56
닭강정,17743,2024-12-30 14:47:56
떡볶이,21587,2024-12-29 18:56:56
닭강정,12404,2024-12-30 02:51:56
닭강정,17697,2024-12-29 22:45:56
떡볶이,25473,2024-12-30 10:43:56
떡볶이,2798,2024-12-29 19:47:56
