menu,price,order_time
닭강정,18992,2024-12-30 06:44:56
떡볶이,23529,2024-12-30 03:46:56
닭강정,11831,2024-12-30 11:30:56
감자튀김,17475,2024-12-30 03:37:56
떡볶이,10240,2024-12-30 09:18:56
닭강정,3291,2024-12-30 16:39:56
닭강정,14924,2024-12-30 08:06:56
닭강정,23961,2024-12-30 09:59:56
감자튀김,29905,2024-12-30 11:50:56
떡볶이,7555,2024-12-30 06:13:56
감자튀김,18228,2024-12-30 12:02:56
떡볶이,28495,2024-12-30 00:22:56
닭강정,8660,2024-12-30 10:22:56
감자튀김,26450,2024-12-30 08:36:56
감자튀김,2073,2024-12-30 03:41:56
떡볶이,9966,2024-12-30 02:28:56
감자튀김,8437,2024-12-30 06:10:56
떡볶이,3152,2024-12-30 06:34:56
감자튀김,14898,2024-12-30 03:01:56
닭강정,6325,2024-12-29 20:47:56
감자튀김,10148,2024-12-29 20:29:56
닭강정,19039,2024-12-29 20:43:56
감자튀김,29524,2024-12-30 01:26:56
감자튀김,13738,2024-12-30 03:23:56
떡볶이,21870,2024-12-30 14:49:56
떡볶이,23247,2024-12-30 08:14:56
감자튀김,13624,2024-12-30 04:02:56
감자튀김,1714,2024-12-29 23:48:56
떡볶이,16242,2024-12-30 13:37:56
떡볶이,15292,2024-12-30 10:35:56
감자튀김,26720,2024-12-30 16:52:56
떡볶이,26750,2024-12-30 11:17:56
닭강정,6265,2024-12-30 16:07:56
감자튀김,23982,2024-12-30 10:11:56
닭강정,10516,2024-12-30 11:55:56
떡볶이,16889,2024-12-29 17:30:56
떡볶이,6012,2024-12-30 16:31:56
닭강정,24564,2024-12-30 00:34:56
닭강정,13001,2024-12-30 07:59:56
닭강정,28760,2024-12-29 22:10:56
감자튀김,2976,2024-12-30 15:20:56
감자튀김,7615,2024-12-29 21:18:56
감자튀김,22741,2024-12-29 21:05:56
떡볶이,2323,2024-12-30 14:44:56
닭강정,4078,2024-12-30 10:09:56
떡볶이,23380,2024-12-30 06:11:56
닭강정,23733,2024-12-30 11:58:56
떡볶이,25956,2024-12-30 01:22:56
떡볶이,13901,2024-12-30 15:05:56
떡볶이,12123,2024-12-30 07:41:56
떡볶이,19657,2024-12-29 18:57:56
닭강정,23790,2024-12-30 12:34:56
떡볶이,4377,2024-12-30 15:56:56
떡볶이,24504,2024-12-29 18:29:56
감자튀김,18703,2024-12-29 22:26:56
닭강정,7680,2024-12-29 20:59:56
떡볶이,17452,2024-12-29 21:30:56
감자튀김,5911,2024-12-29 22:22:56
감자튀김,6799,2024-12-30 15:01:56
감자튀김,16071,2024-12-30 08:01:56
닭강정,10770,2024-12-30 05:02:56
떡볶이,24837,2024-12-30 00:29:56
닭강정,17494,2024-12-30 08:16:56
떡볶이,7140,2024-12-29 20:27:56
감자튀김,29831,2024-12-30 15:46:56
떡볶이,3895,2024-12-29 19:59:56
감자튀김,3236,2024-12-30 08:04:56
떡볶이,7037,2024-12-30 11:59:56
떡볶이,6171,2024-12-29 21:53:56
떡볶이,22033,2024-12-30 00:18:56
닭강정,13134,2024-12-29 23:37:56
감자튀김,26070,2024-12-30 07:44:56
감자튀김,10596,2024-12-30 03:39:56
떡볶이,5780,2024-12-30 00:51:56
떡볶이,14333,2024-12-30 03:49:56
떡볶이,22799,2024-12-29 19:57:56
떡볶이,29230,2024-12-29 18:37:56
떡볶이,20570,2024-12-30 10:00:56
감자튀김,20986,2024-12-30 07:16:56
감자튀김,2829,2024-12-30 14:45:56
감자튀김,8173,2024-12-29 23:26:56
떡볶이,22906,2024-12-30 06:39:56
감자튀김,15770,2024-12-30 06:58:56
떡볶이,22744,2024-12-30 04:47:56
떡볶이,20459,2024-12-29 22:36:56
감자튀김,2799,2024-12-29 19:26:56
닭강정,15481,2024-12-30 01:21:56
감자튀김,20236,2024-12-30 11:48:56
닭강정,7550,2024-12-29 20:11:56
닭강정,22253,2024-12-30 09:59:56
닭강정,9033,2024-12-30 09:27:56
닭강정,1117,2024-12-30 16:28:56
감자튀김,14676,2024-12-30 16:39:56
닭강정,18599,2024-12-30 02:13:56
감자튀김,19767,2024-12-29 19:11:56
떡볶이,4526,2024-12-30 00:47:56
닭강정,3436,2024-12-30 11:46:56
감자튀김,16590,2024-12-30 13:29:56
떡볶이,9013,2024-12-30 03:12:56
닭강정,28821,2024-12-30 00:01:56
